Brand,PriceNow,PriceOriginal,Guarantee,Country,Series,OS,windows,CoresNumber,ProcessorModel,Processor,ProcessorType,ProcessorFrequency,GpuManufacturer,GpuController,GpuCapacity,ScreenSize,Diagonal,ScreenFrequency,SsdSize,RAM,RAM_type,HDMI,Material,Battery,Weight
HP,nan,29 999 ₽,1 год,Китай,15 Laptop,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 10 часов,2.57 кг

LYAMBDA,nan,199 999 ₽,1 год,Китай,nan,не установлена,не установлена,14,12900H,Intel Core i9 12900H 2.5 ГГц,Core i9,2.5 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"15.6""(39.6 см)","15.6""/3840x2160 пикс.",144 Гц,1 ТБ,32 ГБ,DDR4,1 шт,металл,до 5 часов,2.45 кг

MSI,143 999 ₽,159 999,1 год,Китай,Katana,Windows 11,установлена,14,12700H,Intel Core i7 12700H 4.7 ГГц,Core i7,4.7 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR5,1 шт,пластик,до 5 часов,2.6 кг

LYAMBDA,nan,169 999 ₽,1 год,Китай,nan,не установлена,не установлена,14,12700H,Intel Core i7 12700H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,металл,до 5 часов,2.82 кг

VAIO,nan,45 999 ₽,1 год,Китай,VAIO E series,Windows 11 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon RX Vega 3,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 часов,1.59 кг

Lenovo,nan,159 999 ₽,1 год,Китай,Legion 5 Pro,не установлена,не установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"16""(40.6 см)","16""/2560x1600 пикс.",165 Гц,1 ТБ,16 ГБ,DDR4,1 шт,анодированный алюминий,до 8 часов,2.45 кг

Lenovo,84 999 ₽,99 999,1 год,Китай,ThinkBook 13s G2 ITL,Windows 10 Pro 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.3""(33.8 см)","13.3""/2560x1600 пикс.",nan,512 ГБ,16 ГБ,LPDDR4X,1 шт,металл,до 12 часов,1.26 кг

Honor,61 999 ₽,69 999,1 год,Китай,MagicBook 16,не установлена,не установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав,до 8 часов,1.84 кг

Lenovo,34 999 ₽,39 999,1 год,Китай,V15 G2 ITL,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 5 часов,1.7 кг

MSI,139 999 ₽,179 999,1 год,Китай,nan,Windows 11 Домашняя 64,установлена,14,12700H,Intel Core i7 12700H 3.5 ГГц,Core i7,3.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,металл/ пластик,до 8 часов,2.6 кг

MSI,139 999 ₽,179 999,1 год,Китай,nan,Windows 11 Домашняя 64,установлена,14,12700H,Intel Core i7 12700H 3.5 ГГц,Core i7,3.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,металл/ пластик,до 8 часов,2.6 кг

MSI,107 999 ₽,119 999,1 год,Китай,Katana,DOS,не установлена,10,12650H,Intel Core i7 12650H 4.7 ГГц,Core i7,4.7 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.6 кг

MSI,107 999 ₽,119 999,1 год,Китай,Katana,DOS,не установлена,10,12650H,Intel Core i7 12650H 4.7 ГГц,Core i7,4.7 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,nan,,nan,1 ТБ,16 ГБ,nan,nan,nan,до 5 часов,2.6 кг

Lenovo,28 999 ₽,34 999,1 год,Китай,nan,Windows 10 Домашняя 64,установлена,2,nan,,nan,nan,Intel,UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 6 часов,1.85 кг

Dell,89 999 ₽,99 999,1 год,Китай,G15,Linux,не установлена,8,nan,,nan,nan,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.65 кг

GIGABYTE,89 999 ₽,99 999,1 год,Китай,51EE123SO,Windows 11 Домашняя,установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.03 кг

GIGABYTE,169 999 ₽,189 999,1 год,Китай,XD-73UK325SH,Windows 10 Домашняя,установлена,8,11800H,Intel Core i7 11800H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",300 Гц,512 ГБ,32 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,2.77 кг

Lenovo,28 999 ₽,31 999,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.65 кг

Acer,109 999 ₽,119 999,1 год,Вьетнам,Nitro 5,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 6 часов,2.5 кг

HP,nan,69 999 ₽,1 год,Китай,nan,Windows 11 Домашняя,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 9 часов,1.46 кг

Lenovo,nan,59 999 ₽,1 год,Китай,V15 IML,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.85 кг

HP,nan,29 999 ₽,1 год,Китай,HP Notebook 15,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 7 часов,2.57 кг

MSI,nan,199 999 ₽,1 год,Китай,Crosshair 17,Windows 11 Домашняя 64,установлена,14,12900H,Intel Core i9 12900H 1.8 ГГц,Core i9,1.8 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",360 Гц,1 ТБ,32 ГБ,DDR4,1 шт,ABS-пластик,до 5 часов,2.8 кг

HP,nan,59 999 ₽,1 год,Китай,nan,не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.69 кг

HP,89 999 ₽,99 999,1 год,Китай,Victus 16,не установлена,не установлена,6,6600H,AMD Ryzen 5 6600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR5,1 шт,пластик,до 6 ч 30 мин,2.46 кг

Lenovo,nan,119 999 ₽,1 год,Китай,Legion 5,не установлена,не установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",120 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 9 часов,2.4 кг

MSI,209 999 ₽,229 999,1 год,Китай,Vector GP76,не установлена,nan,14,12700H,Intel Core i7 12700H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",nan,1 ТБ,32 ГБ,DDR5,1 шт,ABS-пластик,до 5 часов,2.9 кг

Lenovo,nan,26 999 ₽,1 год,Китай,V15 IGL,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.85 кг

Lenovo,nan,29 999 ₽,1 год,Китай,V14 ADA,не установлена,не установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.6 кг

MSI,129 999 ₽,139 999,1 год,Китай,nan,Windows 11 Pro,установлена,12,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.4""(34 см)","13.4""/1920x1200 пикс.",120 Гц,1 ТБ,16 ГБ,LPDDR5,1 шт,металл/ пластик,до 9 часов,1.35 кг

HP,89 999 ₽,99 999,1 год,Китай,Victus 16,не установлена,не установлена,6,6600H,AMD Ryzen 5 6600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR5,1 шт,пластик,до 6 ч 30 мин,2.46 кг

ASUS,nan,94 999 ₽,1 год,Китай,TUF Gaming A15,Windows 10 Домашняя 64,установлена,8,nan,,nan,nan,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,2.3 кг

HP,nan,114 999 ₽,1 год,Китай,Victus 16,не установлена,не установлена,12,12500H,Intel Core i5 12500H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR5,nan,пластик/ металл,до 6 часов,2.46 кг

ASUS,nan,39 999 ₽,1 год,Китай,VivoBook 15,Windows 11 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.8 кг

Lenovo,49 999 ₽,54 999,1 год,Китай,nan,Windows 11 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 11 часов,1.41 кг

Acer,nan,54 999 ₽,1 год,Китай,nan,Endless OS,не установлена,2,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.1 кг

Lenovo,nan,77 999 ₽,1 год,Китай,IdeaPad Gaming 3 15IHU6,Windows 11 Домашняя 64,установлена,4,11300H,Intel Core i5 11300H 3.1 ГГц,Core i5,3.1 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",120 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,2.25 кг

HP,43 999 ₽,49 999,1 год,Китай,nan,не установлена,не установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1366x768 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 11 часов,1.46 кг

HP,nan,89 999 ₽,1 год,Китай,Victus,не установлена,не установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,nan,пластик/ металл,до 8 часов,2.46 кг

GIGABYTE,89 999 ₽,99 999,1 год,Китай,51EE123SH,Windows 10 Домашняя,установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.03 кг

HP,nan,24 999 ₽,1 год,Китай,nan,не установлена,не установлена,2,nan,,nan,nan,Intel,UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,ABS-пластик,до 10 часов,1.76 кг

Acer,nan,64 999 ₽,1 год,Китай,nan,Endless OS,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.1 кг

Lenovo,69 999 ₽,74 999,1 год,Китай,ThinkPad E14 Gen 4 (Intel),не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминиевый сплав,до 12 часов,1.64 кг

Lenovo,nan,64 999 ₽,1 год,Китай,nan,Windows 10 Pro 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 ч 30 мин,1.6 кг

HP,nan,24 999 ₽,1 год,Китай,nan,не установлена,не установлена,4,nan,,nan,nan,Intel,UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,4 ГБ,DDR4,1 шт,ABS-пластик,до 10 часов,1.76 кг

Lenovo,69 999 ₽,74 999,1 год,Китай,ThinkPad E15 Gen 4 (Intel),не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминиевый сплав,до 12 часов,1.7 кг

HP,52 999 ₽,59 999,1 год,Китай,Pavilion 14,Windows 11 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,пластик/ металл,до 6 часов,2.2 кг

HP,nan,89 999 ₽,1 год,Китай,EliteBook 830 G8,не установлена,не установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.3""(33.8 см)","13.3""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,ABS-пластик,nan,1.24 кг

Lenovo,nan,219 999 ₽,1 год,Китай,Legion 5 Pro 16IAH7H,не установлена,не установлена,14,12900H,Intel Core i9 12900H 3.8 ГГц,Core i9,3.8 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"16""(40.6 см)","16""/2560x1600 пикс.",165 Гц,1 ТБ,32 ГБ,DDR5,1 шт,анодированный алюминий,до 7 часов,2.49 кг

Lenovo,84 999 ₽,99 999,1 год,Китай,nan,Windows 10 Pro 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 11 часов,1.59 кг

MSI,nan,239 999 ₽,1 год,Китай,Raider GE76,Windows 11 Домашняя,установлена,14,12900HK,Intel Core i9 12900HK 2.5 ГГц,Core i9,2.5 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",nan,1 ТБ,32 ГБ,DDR5,1 шт,ABS-пластик,до 5 часов,2.9 кг

HP,49 999 ₽,54 999,1 год,Китай,nan,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX450 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 7 часов,1.75 кг

Lenovo,nan,24 999 ₽,1 год,Китай,IdeaPad 3 15IGL05,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 14 часов,1.7 кг

Lenovo,49 999 ₽,59 999,1 год,Китай,nan,Windows 11 Pro 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 6 часов,1.6 кг

Irbis,17 999 ₽,18 999,1 год,Китай,NB,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel HD Graphics 500,nan,"13.3""(33.8 см)","13.3""/1920x1080 пикс.",60 Гц,nan,4 ГБ,DDR3L,1 шт,пластик,до 5 часов,1.27 кг

ASUS,114 999 ₽,129 999,1 год,Китай,ZenBook 14X OLED,Windows 11 Домашняя,установлена,8,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/2880x1800 пикс.",90 Гц,512 ГБ,16 ГБ,LPDDR4X,1 шт,алюминий,до 6 часов,1.4 кг

ASUS,nan,259 999 ₽,1 год,Тайвань,ProArt Studiobook Pro 16 OLED,Windows 10 Домашняя 64,установлена,8,nan,,nan,nan,NVIDIA,NVIDIA RTX A3000 6GB,6 ГБ,"16""(40.6 см)","16""/3840x2400 пикс.",60 Гц,1 ТБ,32 ГБ,DDR4,1 шт,металл,до 6 часов,2.4 кг

HP,nan,49 999 ₽,1 год,Китай,Pavilion,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,NVIDIA,Radeon Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик/ алюминий,до 7 часов,1.41 кг

HUAWEI,99 999 ₽,119 999,1 год,Китай,nan,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Graphics,nan,"14.2""(36.1 см)","14,2""/2520x1680 пикс.",nan,512 ГБ,16 ГБ,LPDDR4X,1 шт,металл,nan,1.43 кг

Apple,nan,195 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,10,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,512 ГБ,16 ГБ,nan,nan,алюминий,до 17 часов,1.64 кг

HP,39 999 ₽,53 999,1 год,Китай,340S G7,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 10 часов,1.47 кг

ASUS,nan,49 999 ₽,1 год,Китай,VivoBook 15,Windows 10 Домашняя,установлена,2,nan,,nan,nan,NVIDIA,GeForce MX330 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,1.8 кг

Apple,nan,419 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,8,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,8 ТБ,32 ГБ,nan,nan,алюминий,до 17 часов,1.64 кг

ASUS,54 999 ₽,59 999,1 год,Тайвань,Vivobook 15,Windows 11 Домашняя 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 часов,1.8 кг

HP,nan,37 999 ₽,1 год,Китай,240 G7,DOS,не установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1366x768 пикс.",60 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 12 часов,1.52 кг

Acer,109 999 ₽,124 999,1 год,Вьетнам,Nitro 5,не установлена,не установлена,6,6600H,AMD Ryzen 5 6600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,LPDDR5,1 шт,пластик,до 6 часов,2 кг

MSI,242 999 ₽,269 999,1 год,Китай,Creator,Windows 11 Pro,установлена,14,nan,,nan,nan,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17""(43.2 см)","17""/2560x1440 пикс.",165 Гц,2 ТБ,32 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.49 кг

MSI,62 999 ₽,69 999,1 год,Китай,Katana,DOS,не установлена,6,11400H,Intel Core i5 11400H 4.5 ГГц,Core i5,4.5 ГГц,NVIDIA,GeForce GTX 1650 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,2.25 кг

MSI,78 999 ₽,86 999,1 год,Китай,Katana,DOS,не установлена,12,12500H,Intel Core i5 12500H 4.5 ГГц,Core i5,4.5 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.6 кг

MSI,242 999 ₽,269 999,1 год,Китай,Raider,Windows 11,установлена,16,12900HX,Intel Core i9 12900HX 2.3 ГГц,Core i9,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/2560x1440 пикс.",240 Гц,2 ТБ,32 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.9 кг

MSI,96 999 ₽,105 999,1 год,Китай,Prestige,Windows 11,установлена,12,nan,,nan,nan,NVIDIA,GeForce GTX 1650 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,LPDDR5,1 шт,пластик,до 5 часов,1.69 кг

MSI,112 999 ₽,124 999,1 год,Китай,Summit,Windows 11 Pro,установлена,12,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.4""(34 см)","13.4""/1920x1200 пикс.",120 Гц,1 ТБ,16 ГБ,LPDDR5,1 шт,алюминий/ пластик,до 5 часов,1.35 кг

MSI,211 999 ₽,234 999,1 год,Китай,Stealth,Windows 11,установлена,14,12700H,Intel Core i7 12700H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/2560x1440 пикс.",240 Гц,2 ТБ,32 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.8 кг

MSI,112 999 ₽,124 999,1 год,Китай,Summit,Windows 11 Pro,установлена,12,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"16""(40.6 см)","16""/1920x1200 пикс.",165 Гц,1 ТБ,16 ГБ,LPDDR5,1 шт,алюминий/ пластик,до 5 часов,1.9 кг

MSI,121 999 ₽,134 999,1 год,Китай,CROSSHAIR 15,Windows 11 Домашняя 64,установлена,14,12700H,Intel Core i7 12700H 3.5 ГГц,Core i7,3.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4 SO-DIMM,1 шт,металл/ пластик,до 6 часов,2.3 кг

MSI,166 499 ₽,184 999,1 год,Китай,Vector,Windows 11,установлена,14,12700H,Intel Core i7 12700H 2.3 ГГц,Core i7,2.3 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR5,1 шт,алюминий/ пластик,до 5 часов,2.9 кг

MSI,64 999 ₽,71 999,1 год,Китай,Katana GF76,DOS,не установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce GTX 1650 4GB Max-Q,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4 SO-DIMM,1 шт,металл/ пластик,до 5 часов,2.6 кг

MSI,89 999 ₽,99 999,1 год,Китай,Katana,Windows 11,установлена,8,12450H,Intel Core i5 12450H 4.4 ГГц,Core i5,4.4 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.6 кг

MSI,99 999 ₽,109 999,1 год,Китай,Katana,Windows 11,установлена,8,12450H,Intel Core i5 12450H 4.4 ГГц,Core i5,4.4 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.6 кг

HP,nan,69 999 ₽,1 год,Китай,ProBook 450 G9,не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминий,до 10 часов,1.74 кг

Lenovo,nan,49 999 ₽,1 год,Китай,IdeaPad 3 15ABA7,Windows 11 Домашняя 64,не установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 13 часов,1.65 кг

HP,59 999 ₽,88 999,1 год,Китай,ProBook 450 G8,Windows 10 Pro,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,алюминий,до 12 ч 30 мин,1.74 кг

